id,filepath,start_sec,end_sec,label,gps_lat,gps_lon,recorder_id,sample_rate
snow_leopard_0010,data\raw\snow_leopard_0010.wav,0.0,2.9208705051515844,snow_leopard,27.449686991992916,87.38264361289015,recorder_010,44100
chainsaw_0019,data\raw\chainsaw_0019.wav,0.0,2.5928688433278744,chainsaw,28.21433210254433,87.42336171639931,recorder_010,44100
background_0065,data\raw\background_0065.wav,0.0,2.6219645681864927,background,28.44637459657119,87.71737358430005,recorder_004,44100
wolf_0077,data\raw\wolf_0077.wav,0.0,2.0494805854592206,wolf,28.256197417148773,87.18974263881407,recorder_010,44100
snow_leopard_0081,data\raw\snow_leopard_0081.wav,0.0,2.658095978734641,snow_leopard,27.6081830832009,86.53812649356952,recorder_006,44100
tiger_0084,data\raw\tiger_0084.wav,0.0,1.993604746586254,tiger,27.49512600525188,86.28165052091254,recorder_003,44100
wolf_0010,data\raw\wolf_0010.wav,0.0,2.1862020655492604,wolf,27.769609746629897,87.72321371950966,recorder_007,44100
chainsaw_0069,data\raw\chainsaw_0069.wav,0.0,2.0292913974268254,chainsaw,27.366445333651217,87.08370506304637,recorder_005,44100
wolf_0078,data\raw\wolf_0078.wav,0.0,1.7091081727800952,wolf,27.65763783854756,86.5693873894665,recorder_002,44100
gunshot_0049,data\raw\gunshot_0049.wav,0.0,1.606395643185323,gunshot,27.817148861342933,87.31733100175148,recorder_006,44100
wolf_0055,data\raw\wolf_0055.wav,0.0,1.5654155831146364,wolf,27.44929756622487,86.76722960025887,recorder_009,44100
snow_leopard_0018,data\raw\snow_leopard_0018.wav,0.0,2.752745324880412,snow_leopard,27.55519770611683,87.53811755593107,recorder_006,44100
snow_leopard_0009,data\raw\snow_leopard_0009.wav,0.0,2.0206589464736395,snow_leopard,27.61172013200992,87.88053465641427,recorder_001,44100
background_0088,data\raw\background_0088.wav,0.0,1.7891936055074296,background,27.020075747417895,86.11642291363005,recorder_002,44100
gunshot_0069,data\raw\gunshot_0069.wav,0.0,2.7728762203072925,gunshot,27.634683732578942,86.63475537757706,recorder_007,44100
tiger_0034,data\raw\tiger_0034.wav,0.0,1.9002662992702541,tiger,28.228544873666625,86.1358030847504,recorder_002,44100
wolf_0030,data\raw\wolf_0030.wav,0.0,1.9555331705011036,wolf,27.04613200851463,86.60404086608828,recorder_006,44100
tiger_0012,data\raw\tiger_0012.wav,0.0,2.209620550025517,tiger,28.302136846882544,86.93886905158244,recorder_010,44100
snow_leopard_0084,data\raw\snow_leopard_0084.wav,0.0,2.3089921849163835,snow_leopard,28.33906247352927,86.49049954033677,recorder_002,44100
wolf_0086,data\raw\wolf_0086.wav,0.0,2.95774757171848,wolf,28.254404305297356,87.76182212372436,recorder_004,44100
wolf_0002,data\raw\wolf_0002.wav,0.0,2.8625237265794707,wolf,27.110430148644927,86.20286405063595,recorder_006,44100
background_0087,data\raw\background_0087.wav,0.0,2.455524160904091,background,27.708800018275305,87.69094839537583,recorder_009,44100
background_0035,data\raw\background_0035.wav,0.0,1.6818609300412293,background,28.455682504391824,86.25425853009264,recorder_002,44100
background_0096,data\raw\background_0096.wav,0.0,2.630981512082949,background,28.168014005307565,86.48619931349427,recorder_010,44100
gunshot_0068,data\raw\gunshot_0068.wav,0.0,1.8295370202808456,gunshot,27.274789523546353,86.02469955492899,recorder_008,44100
background_0039,data\raw\background_0039.wav,0.0,1.7514929706004656,background,28.005305019995106,87.55434251593206,recorder_005,44100
wolf_0072,data\raw\wolf_0072.wav,0.0,2.39263028325488,wolf,28.485629880927817,87.00130039785553,recorder_001,44100
snow_leopard_0035,data\raw\snow_leopard_0035.wav,0.0,2.017408100811866,snow_leopard,27.974116570318785,86.32375259830859,recorder_005,44100
background_0056,data\raw\background_0056.wav,0.0,2.1024349411604693,background,28.239704441732357,87.32527097363773,recorder_010,44100
chainsaw_0037,data\raw\chainsaw_0037.wav,0.0,2.90892174339341,chainsaw,28.270743229682456,86.11196336102273,recorder_004,44100
background_0095,data\raw\background_0095.wav,0.0,2.541483353780765,background,28.08319842172117,87.54283950171165,recorder_010,44100
snow_leopard_0063,data\raw\snow_leopard_0063.wav,0.0,1.674127330753354,snow_leopard,27.43541731930222,86.23026574971759,recorder_007,44100
wolf_0082,data\raw\wolf_0082.wav,0.0,2.760363729955886,wolf,27.095527889861074,87.03281091179105,recorder_002,44100
tiger_0057,data\raw\tiger_0057.wav,0.0,1.731756537164679,tiger,27.47559155455304,87.18395464939897,recorder_001,44100
snow_leopard_0092,data\raw\snow_leopard_0092.wav,0.0,2.5536395469036237,snow_leopard,28.321634986217312,87.81673742088009,recorder_007,44100
chainsaw_0053,data\raw\chainsaw_0053.wav,0.0,2.092575427723447,chainsaw,27.416487181592302,87.84661699772617,recorder_009,44100
snow_leopard_0032,data\raw\snow_leopard_0032.wav,0.0,2.4487726365346143,snow_leopard,27.483933887547547,86.22321992039461,recorder_003,44100
background_0015,data\raw\background_0015.wav,0.0,2.7034788638041283,background,27.920503720218218,86.28687691209397,recorder_001,44100
chainsaw_0041,data\raw\chainsaw_0041.wav,0.0,1.949638769918637,chainsaw,28.33478371956872,86.09822838493362,recorder_002,44100
tiger_0075,data\raw\tiger_0075.wav,0.0,1.7108703396653047,tiger,27.34271063924197,87.14115847972859,recorder_007,44100
gunshot_0064,data\raw\gunshot_0064.wav,0.0,2.606844174269936,gunshot,28.480873726593106,87.58787187553706,recorder_004,44100
wolf_0029,data\raw\wolf_0029.wav,0.0,1.7557501130834752,wolf,27.04587843752333,87.20351795961317,recorder_004,44100
background_0006,data\raw\background_0006.wav,0.0,2.8749522219478214,background,27.19655796363825,87.571837736697,recorder_002,44100
background_0070,data\raw\background_0070.wav,0.0,2.9725685927857435,background,27.136344026855298,87.80013199379972,recorder_007,44100
wolf_0024,data\raw\wolf_0024.wav,0.0,1.5475368051577463,wolf,27.572639946150982,86.63784629646199,recorder_005,44100
snow_leopard_0082,data\raw\snow_leopard_0082.wav,0.0,1.5601569593919475,snow_leopard,28.198988312468227,86.29401088307374,recorder_008,44100
chainsaw_0073,data\raw\chainsaw_0073.wav,0.0,2.9856394893774896,chainsaw,28.350748992926622,86.24224250511759,recorder_006,44100
snow_leopard_0004,data\raw\snow_leopard_0004.wav,0.0,2.4297394713741074,snow_leopard,27.679164326161917,86.52459160452355,recorder_003,44100
wolf_0063,data\raw\wolf_0063.wav,0.0,2.258905340559456,wolf,28.05362392228958,86.64785105353265,recorder_001,44100
chainsaw_0090,data\raw\chainsaw_0090.wav,0.0,2.4434422614597877,chainsaw,28.436265182860765,87.59512041756089,recorder_003,44100
tiger_0045,data\raw\tiger_0045.wav,0.0,2.5296615696663234,tiger,27.54773770319367,87.53361414646172,recorder_009,44100
tiger_0048,data\raw\tiger_0048.wav,0.0,1.563312604178646,tiger,28.391659576945955,87.91716344852229,recorder_010,44100
snow_leopard_0001,data\raw\snow_leopard_0001.wav,0.0,2.1492054820657644,snow_leopard,27.902848405169465,87.57035385982233,recorder_002,44100
background_0055,data\raw\background_0055.wav,0.0,2.4912495211280694,background,27.706484157883974,87.11857229100316,recorder_004,44100
background_0091,data\raw\background_0091.wav,0.0,2.800167347212149,background,27.752691450049138,87.2755301416567,recorder_004,44100
gunshot_0056,data\raw\gunshot_0056.wav,0.0,2.5300559914968273,gunshot,27.955838209028226,87.17953952175492,recorder_010,44100
tiger_0009,data\raw\tiger_0009.wav,0.0,2.642782428284953,tiger,27.267515194175342,87.75526246921737,recorder_010,44100
snow_leopard_0065,data\raw\snow_leopard_0065.wav,0.0,1.8361482553081254,snow_leopard,27.722721680363097,87.66750323209935,recorder_010,44100
snow_leopard_0037,data\raw\snow_leopard_0037.wav,0.0,2.502561537364552,snow_leopard,27.837849363510607,86.80676270125404,recorder_003,44100
snow_leopard_0095,data\raw\snow_leopard_0095.wav,0.0,1.8423909319591942,snow_leopard,27.07597619711387,86.79618740950062,recorder_002,44100
wolf_0076,data\raw\wolf_0076.wav,0.0,2.9310039695778505,wolf,27.82204396322927,86.20963566784248,recorder_004,44100
snow_leopard_0076,data\raw\snow_leopard_0076.wav,0.0,1.6152994671032168,snow_leopard,27.844403426653017,87.83866759844275,recorder_001,44100
gunshot_0029,data\raw\gunshot_0029.wav,0.0,2.231626469685896,gunshot,27.00206347243091,86.34183362852035,recorder_004,44100
background_0036,data\raw\background_0036.wav,0.0,1.5383524022651696,background,27.154873887333483,86.61851933820378,recorder_001,44100
background_0048,data\raw\background_0048.wav,0.0,2.461812247754245,background,27.449248417033658,86.08290963577636,recorder_010,44100
wolf_0070,data\raw\wolf_0070.wav,0.0,1.580010737559332,wolf,27.899002368604062,86.41768749765987,recorder_003,44100
background_0061,data\raw\background_0061.wav,0.0,1.6834410445622865,background,28.118093484557072,87.17213425516967,recorder_001,44100
background_0089,data\raw\background_0089.wav,0.0,1.9689695944306886,background,27.159762300237084,87.28090882021392,recorder_001,44100
wolf_0081,data\raw\wolf_0081.wav,0.0,2.621759312001654,wolf,27.264808299136078,86.09395775918632,recorder_007,44100
gunshot_0016,data\raw\gunshot_0016.wav,0.0,1.6984287557984794,gunshot,27.26217713110412,87.51197059885392,recorder_001,44100
gunshot_0004,data\raw\gunshot_0004.wav,0.0,2.384303400111464,gunshot,27.70036046574883,86.84338649741298,recorder_009,44100
wolf_0006,data\raw\wolf_0006.wav,0.0,2.0093994132507875,wolf,28.456816010231357,86.20460702285543,recorder_003,44100
chainsaw_0023,data\raw\chainsaw_0023.wav,0.0,2.3665961037109327,chainsaw,27.621632646907884,87.48742475597611,recorder_009,44100
gunshot_0074,data\raw\gunshot_0074.wav,0.0,2.2349294030154683,gunshot,27.112102974346385,87.71616945590816,recorder_002,44100
chainsaw_0029,data\raw\chainsaw_0029.wav,0.0,1.8352283487931569,chainsaw,28.10428687114626,86.82697161630465,recorder_009,44100
background_0037,data\raw\background_0037.wav,0.0,2.7314483426584024,background,27.627446010654218,87.20886969849106,recorder_002,44100
gunshot_0012,data\raw\gunshot_0012.wav,0.0,2.3276279775011126,gunshot,27.440955450683738,87.90042247458526,recorder_005,44100
tiger_0038,data\raw\tiger_0038.wav,0.0,2.9948570641089773,tiger,27.452690247094043,86.29976163728479,recorder_009,44100
background_0059,data\raw\background_0059.wav,0.0,2.2498967919811084,background,28.04193230225841,87.67640010742171,recorder_008,44100
chainsaw_0032,data\raw\chainsaw_0032.wav,0.0,2.9343810936323864,chainsaw,27.200157273093648,86.0508331685062,recorder_007,44100
tiger_0086,data\raw\tiger_0086.wav,0.0,1.9460346532369281,tiger,28.45302226153719,86.35290312069215,recorder_009,44100
chainsaw_0026,data\raw\chainsaw_0026.wav,0.0,1.5895655080856963,chainsaw,27.28768965173317,86.39442296980748,recorder_004,44100
background_0098,data\raw\background_0098.wav,0.0,1.8668867735420474,background,27.877750713148526,86.32964005621055,recorder_004,44100
gunshot_0061,data\raw\gunshot_0061.wav,0.0,1.7042678938326212,gunshot,28.089217941366826,87.19382177388522,recorder_008,44100
wolf_0073,data\raw\wolf_0073.wav,0.0,2.5797309315783687,wolf,27.276343055403647,86.91765733653651,recorder_001,44100
wolf_0039,data\raw\wolf_0039.wav,0.0,2.8060543111243312,wolf,27.311887224716465,86.95116261058214,recorder_007,44100
snow_leopard_0055,data\raw\snow_leopard_0055.wav,0.0,1.5543472501083815,snow_leopard,27.00761039134518,87.57816605341783,recorder_008,44100
tiger_0018,data\raw\tiger_0018.wav,0.0,1.6739490670089654,tiger,27.088311581036223,87.93192656750296,recorder_003,44100
gunshot_0070,data\raw\gunshot_0070.wav,0.0,1.8476895038369787,gunshot,27.963071564710535,87.58507749528896,recorder_006,44100
tiger_0010,data\raw\tiger_0010.wav,0.0,2.8473542526233535,tiger,28.333712680273162,87.99594697430389,recorder_001,44100
tiger_0035,data\raw\tiger_0035.wav,0.0,2.3789798669048627,tiger,27.267431149369546,86.69538674242533,recorder_010,44100
background_0046,data\raw\background_0046.wav,0.0,1.829000492723147,background,27.3345897970822,86.49231846154805,recorder_004,44100
wolf_0060,data\raw\wolf_0060.wav,0.0,1.6810950123470796,wolf,28.41267901753926,87.84017860049497,recorder_002,44100
gunshot_0000,data\raw\gunshot_0000.wav,0.0,1.7926334079735253,gunshot,27.29640760313116,87.1558234117152,recorder_008,44100
tiger_0059,data\raw\tiger_0059.wav,0.0,2.549074202198047,tiger,27.592665664397774,87.86868324002367,recorder_009,44100
tiger_0080,data\raw\tiger_0080.wav,0.0,2.699526106059667,tiger,28.172619837679246,87.60686686374056,recorder_010,44100
tiger_0028,data\raw\tiger_0028.wav,0.0,1.988206754656385,tiger,27.903268159434678,87.1847231513424,recorder_008,44100
wolf_0011,data\raw\wolf_0011.wav,0.0,1.9355303120994716,wolf,28.39444870391971,87.75937311154183,recorder_010,44100
chainsaw_0012,data\raw\chainsaw_0012.wav,0.0,2.7225399789136877,chainsaw,27.090976600006037,87.58577362627635,recorder_003,44100
wolf_0083,data\raw\wolf_0083.wav,0.0,2.3818651865037634,wolf,28.029952446522746,87.29519583153609,recorder_006,44100
wolf_0090,data\raw\wolf_0090.wav,0.0,2.9201351890640663,wolf,27.046362238520942,87.96415648305108,recorder_010,44100
tiger_0008,data\raw\tiger_0008.wav,0.0,2.1254723202353882,tiger,27.360609482160744,86.30279544504266,recorder_008,44100
background_0038,data\raw\background_0038.wav,0.0,2.870899157951362,background,27.76405186081114,86.1138667423028,recorder_006,44100
gunshot_0035,data\raw\gunshot_0035.wav,0.0,2.3932622097064806,gunshot,27.11668655525067,87.60474084170005,recorder_006,44100
wolf_0079,data\raw\wolf_0079.wav,0.0,2.2620535685932737,wolf,27.330953180636183,86.87336776493257,recorder_001,44100
chainsaw_0034,data\raw\chainsaw_0034.wav,0.0,2.431418944757084,chainsaw,28.026436518620017,87.87728561236622,recorder_009,44100
snow_leopard_0040,data\raw\snow_leopard_0040.wav,0.0,2.6601641205028455,snow_leopard,27.671437628851663,87.64694645001771,recorder_002,44100
tiger_0081,data\raw\tiger_0081.wav,0.0,2.137520961084623,tiger,28.312956241775606,86.79571573978296,recorder_004,44100
tiger_0068,data\raw\tiger_0068.wav,0.0,1.5525390044038687,tiger,28.30967768430524,87.80309214397384,recorder_006,44100
chainsaw_0014,data\raw\chainsaw_0014.wav,0.0,1.7398775360617236,chainsaw,27.95808966015826,87.89261870057459,recorder_004,44100
